year,district,winner,cost,firm2,firm3,firm4,firm5,firm6,number_bidders,cartel_wins,cartel_year
86,44487,GOSHEN,,,,,,,0,0,1
87,44487,GOSHEN,,,,,,,0,0,1
88,44487,GOSHEN,0.1372,,,,,,1,0,1
89,44487,GOSHEN,0.1388,,,,,,1,0,0
90,44487,GOSHEN,0.1539,,,,,,1,0,1
80,50120,BROOKFIELD DAIRY,0.1164,BORDEN,SUPERIOR,,,,3,0,1
81,50120,BROOKFIELD DAIRY,0.129,BORDEN,SUPERIOR,,,,3,0,1
82,50120,BROOKFIELD DAIRY,,,,,,,0,0,1
83,50120,BROOKFIELD DAIRY,0.125,,,,,,1,0,0
84,50120,BROOKFIELD DAIRY,0.1246,,,,,,1,0,1
85,50120,DEAN,0.1228,SUPERIOR,,,,,2,0,1
86,50120,DEAN,0.115,BORDEN,SUPERIOR,,,,3,0,1
87,50120,DEAN,0.128,SUPERIOR,,,,,2,0,1
88,50120,DEAN,0.1202,BORDEN,,,,,2,0,1
89,50120,DEAN,0.1404,,,,,,1,0,0
90,50120,DEAN,0.1569,VALLEY BELL,,,,,2,0,1
81,46508,SMITH,0.1273,MEADOW GOLD,OAK FARMS,,,,3,0,1
82,46508,SMITH,0.1274,MEADOW GOLD,OAK FARMS,,,,3,0,1
83,46508,SMITH,0.1335,,,,,,1,0,0
84,46508,SMITH,0.133,MEADOW GOLD,,,,,2,0,1
85,46508,SMITH,0.13,MEADOW GOLD,,,,,2,0,1
86,46508,SMITH,0.1303,MEADOW GOLD,,,,,2,0,1
87,46508,SMITH,0.1373,MEADOW GOLD,,,,,2,0,1
88,46508,SMITH,0.1384,,,,,,1,0,1
89,46508,SMITH,0.1444,,,,,,1,0,0
90,46508,SMITH,0.1569,,,,,,1,0,1
80,43711,REITER,0.116,SUPERIOR,,,,,2,0,1
81,43711,REITER,0.124,SUPERIOR,,,,,2,0,1
82,43711,REITER,0.126,SUPERIOR,GOSHEN,,,,3,0,1
83,43711,REITER,0.1245,SUPERIOR,GOSHEN,,,,3,0,0
84,43711,REITER,0.1244,SUPERIOR,,,,,2,0,1
85,43711,REITER,0.1229,SUPERIOR,GOSHEN,,,,3,0,1
86,43711,REITER,0.1229,SUPERIOR,GOSHEN,,,,3,0,1
87,43711,SUPERIOR,0.1353,GOSHEN,,,,,2,0,1
88,43711,REITER,0.1375,GOSHEN,SUPERIOR,,,,3,0,1
89,43711,REITER,0.1502,GOSHEN,,,,,2,0,0
90,43711,REITER,0.1637,SMITH,,,,,2,0,1
86,50419,H. MEYER,0.1359,,,,,,1,1,1
87,50419,H. MEYER,0.1384,,,,,,1,1,1
88,50419,H. MEYER,,,,,,,0,1,1
89,50419,H. MEYER,0.144,,,,,,1,1,0
80,43653,DAIRYMENS,0.128,HILLSIDE,HORTEN DAIRY,SMITH,,,4,0,1
81,43653,SMITH,,,,,,,0,0,1
82,43653,HILLSIDE,0.122,DAIRYMENS,SMITH,,,,3,0,1
83,43653,SMITH,0.1256,DAIRYMENS,HILLSIDE,,,,3,0,0
84,43653,SMITH,0.1289,DAIRYMENS,HILLSIDE,REITER,,,4,0,1
85,43653,SMITH,0.1304,DAIRYMENS,HILLSIDE,,,,3,0,1
86,43653,DAIRYMENS,0.127,HILLSIDE,REITER,SMITH,,,4,0,1
87,43653,DAIRYMENS,0.13,HILLSIDE,REITER,SMITH,,,4,0,1
88,43653,DAIRYMENS,0.13,HILLSIDE,,,,,2,0,1
89,43653,DAIRYMENS,0.138,SMITH,,,,,2,0,0
90,43653,DAIRYMENS,0.154,SMITH,,,,,2,0,1
80,44826,HALMS,0.129,UNITED DAIRY,,,,,2,0,1
81,44826,HALMS,,UNITED DAIRY,,,,,1,0,1
82,44826,HALMS,,UNITED DAIRY,,,,,1,0,1
83,44826,HALMS,,UNITED DAIRY,,,,,1,0,0
84,44826,HALMS,0.131,UNITED DAIRY,,,,,2,0,1
85,44826,HALMS,,,,,,,0,0,1
86,44826,HALMS,0.13,UNITED DAIRY,,,,,2,0,1
87,44826,UNITED DAIRY,0.133,GOSHEN,,,,,2,0,1
88,44826,UNITED DAIRY,0.139,GOSHEN,,,,,2,0,1
89,44826,UNITED DAIRY,0.144,GOSHEN,TOWN & COUNTRY,,,,3,0,0
90,44826,UNITED DAIRY,0.153,GOSHEN,TOWN & COUNTRY,,,,3,0,1
80,44255,MEADOWMAC,0.141,,,,,,1,0,1
81,44255,HOWARDS DISTRIBU,0.148,,,,,,1,0,1
82,44255,HOWARDS DISTRIBU,0.148,,,,,,1,0,1
83,44255,HOWARDS DISTRIBU,0.1302,GARVER DAIRY,,,,,2,0,0
84,44255,HOWARDS DISTRIBU,0.1285,GARVER DAIRY,,,,,2,0,1
85,44255,GARVER DAIRY,0.13,HOWARDS DISTRIBU,,,,,2,0,1
86,44255,GARVER DAIRY,0.114,,,,,,1,0,1
87,44255,GARVER DAIRY,0.125,REITER,,,,,2,0,1
88,44255,GARVER DAIRY,0.125,LOUIS TRAUTH,,,,,2,0,1
89,44255,LOUIS TRAUTH,0.1275,GARVER DAIRY,,,,,2,1,0
90,44255,GARVER DAIRY,0.151,LOUIS TRAUTH,44008,,,,3,0,1
82,45922,KASLER,0.17,,,,,,1,0,1
83,45922,GARVINS JERSEY F,,,,,,,0,0,0
84,45922,UNITED DAIRY,,,,,,,0,0,1
85,45922,UNITED DAIRY,,,,,,,0,0,1
86,45922,BEATRICE,,,,,,,0,1,1
87,45922,UNITED DAIRY,0.13,,,,,,1,0,1
88,45922,UNITED DAIRY,0.1325,,,,,,1,0,1
89,45922,UNITED DAIRY,,,,,,,0,0,0
90,45922,UNITED DAIRY,0.155,,,,,,1,0,1
88,49718,TOFT DAIRY,0.1195,,,,,,1,0,1
89,49718,TOFT DAIRY,0.129,,,,,,1,0,0
80,44685,REITER,,,,,,,0,0,1
81,44685,REITER,,,,,,,0,0,1
82,44685,REITER,0.132,SUPERIOR,,,,,2,0,1
83,44685,REITER,0.131,SUPERIOR,,,,,2,0,0
84,44685,REITER,0.131,BORDEN,SUPERIOR,,,,3,0,1
86,44685,REITER,0.1317,SUPERIOR,,,,,2,0,1
87,44685,REITER,0.1346,SUPERIOR,,,,,2,0,1
88,44685,REITER,0.1371,,,,,,1,0,1
89,44685,REITER,0.1502,,,,,,1,0,0
90,44685,REITER,0.1679,DEAN,,,,,2,0,1
80,47746,SMITH,0.1223,TOFT DAIRY,,,,,2,0,1
81,47746,SMITH,0.1248,,,,,,1,0,1
82,47746,TOFT DAIRY,0.1074,SMITH,,,,,2,0,1
83,47746,TOFT DAIRY,0.11,SMITH,,,,,2,0,0
84,47746,TOFT DAIRY,0.1145,SMITH,,,,,2,0,1
85,47746,TOFT DAIRY,0.111,SMITH,,,,,2,0,1
86,47746,TOFT DAIRY,0.11,SMITH,,,,,2,0,1
87,47746,TOFT DAIRY,0.1125,SMITH,,,,,2,0,1
88,47746,TOFT DAIRY,0.125,SMITH,,,,,2,0,1
89,47746,TOFT DAIRY,0.13,SMITH,,,,,2,0,0
80,44289,H. MEYER,,COORS BROTHERS,WILSON,,,,2,1,1
81,44289,H. MEYER,,BOERGER,COORS BROTHERS,,,,2,1,1
82,44289,H. MEYER,,,,,,,0,1,1
83,44289,H. MEYER,,,,,,,0,1,0
84,44289,H. MEYER,,,,,,,0,1,1
85,44289,H. MEYER,,,,,,,0,1,1
87,44289,H. MEYER,,,,,,,0,1,1
88,44289,H. MEYER,,,,,,,0,1,1
89,44289,H. MEYER,,,,,,,0,1,0
90,44289,H. MEYER,0.1573,LOUIS TRAUTH,,,,,2,1,1
88,44800,LOUIS TRAUTH,0.125,,,,,,1,1,1
89,44800,LOUIS TRAUTH,0.133,H. MEYER,SMITH,,,,3,1,0
90,44800,LOUIS TRAUTH,0.165,,,,,,1,1,1
80,49627,LAWSON DAIRY,0.12,BORDEN,ROYAL CREST,,,,3,0,1
81,49627,BORDEN,0.129,,,,,,1,1,1
82,49627,BORDEN,,SCHMITT DAIRY,,,,,1,1,1
83,49627,BORDEN,,,,,,,0,1,0
84,49627,BORDEN,0.133,SCHMITT DAIRY,,,,,2,1,1
85,49627,SCHMITT DAIRY,0.14,BORDEN,,,,,2,0,1
86,49627,MEADOW GOLD,0.1297,SCHMITT DAIRY,,,,,2,1,1
87,49627,BORDEN,0.13,SCHMITT DAIRY,,,,,2,1,1
88,49627,R & J DAIRY,0.137,BORDEN,,,,,2,0,1
89,49627,JOHNSON'S DAIRY,0.1289,R & J DAIRY,,,,,2,0,0
80,49080,GARVINS JERSEY F,0.1275,MEADOW GOLD,,,,,2,0,1
81,49080,GARVINS JERSEY F,0.117,MEADOW GOLD,,,,,2,0,1
82,49080,GARVINS JERSEY F,0.1195,,,,,,1,0,1
83,49080,GARVINS JERSEY F,0.1185,MEADOW GOLD,,,,,2,0,0
84,49080,UNITED DAIRY,0.1285,MEADOW GOLD,,,,,2,0,1
85,49080,UNITED DAIRY,0.1305,,,,,,1,0,1
86,49080,UNITED DAIRY,0.1035,MEADOW GOLD,,,,,2,0,1
87,49080,UNITED DAIRY,0.1265,,,,,,1,0,1
88,49080,UNITED DAIRY,0.134,R & J DAIRY,,,,,2,0,1
89,49080,UNITED DAIRY,0.14,,,,,,1,0,0
90,49080,UNITED DAIRY,0.155,,,,,,1,0,1
84,49478,SMITH,0.1142,,,,,,1,0,1
85,49478,SMITH,0.127,,,,,,1,0,1
86,49478,SMITH,0.128,,,,,,1,0,1
87,49478,SMITH,0.1239,,,,,,1,0,1
88,49478,SMITH,0.1373,,,,,,1,0,1
89,49478,SMITH,0.1463,,,,,,1,0,0
90,49478,SMITH,0.1588,,,,,,1,0,1
82,48843,MEADOW GOLD,,,,,,,0,1,1
83,48843,REITER,,MEADOW GOLD,,,,,1,0,0
84,48843,BROUGHTON,,,,,,,0,0,1
85,48843,BROUGHTON,,BEATRICE,,,,,1,0,1
86,48843,BROUGHTON,,BEATRICE,,,,,1,0,1
87,48843,BROUGHTON,0.1245,BORDEN,,,,,2,0,1
88,48843,BORDEN,0.125,BROUGHTON,REITER,,,,3,1,1
89,48843,BROUGHTON,0.133,,,,,,1,0,0
82,48009,MEADOW GOLD,0.1295,,,,,,1,1,1
87,48009,MAPLE GROVE,0.136,SMITH,,,,,2,0,1
88,48009,SMITH,0.1403,MAPLE GROVE,,,,,2,0,1
89,48009,SMITH,0.1424,MAPLE GROVE,,,,,2,0,0
90,48009,SMITH,0.1549,MAPLE GROVE,,,,,2,0,1
80,50799,ROYAL CREST,0.1317,H. MEYER,WILSON,,,,3,0,1
81,50799,H. MEYER,0.123,ROYAL CREST,,,,,2,1,1
83,50799,H. MEYER,0.131,ROYAL CREST,,,,,2,1,0
84,50799,H. MEYER,0.1345,LOUIS TRAUTH,MEADOW GOLD,,,,3,1,1
85,50799,MEADOW GOLD,0.1325,COORS BROTHERS,H. MEYER,LOUIS TRAUTH,,,4,1,1
86,50799,H. MEYER,0.121,LOUIS TRAUTH,MEADOW GOLD,,,,3,1,1
87,50799,H. MEYER,0.13,LOUIS TRAUTH,,,,,2,1,1
88,50799,H. MEYER,0.1375,,,,,,1,1,1
89,50799,LOUIS TRAUTH,0.137,H. MEYER,,,,,2,1,0
80,50187,BROOKFIELD DAIRY,0.119,BORDEN,,,,,2,0,1
81,50187,DAIRYMENS,0.1345,BROOKFIELD DAIRY,,,,,2,0,1
82,50187,SUPERIOR,0.129,BROOKFIELD DAIRY,,,,,2,0,1
83,50187,SUPERIOR,0.133,BORDEN,BROOKFIELD DAIRY,,,,3,0,0
84,50187,SUPERIOR,0.1306,BORDEN,BROOKFIELD DAIRY,,,,3,0,1
85,50187,SUPERIOR,0.1317,BORDEN,DEAN,,,,3,0,1
86,50187,SUPERIOR,0.1288,BORDEN,DEAN,,,,3,0,1
87,50187,SUPERIOR,0.1353,BORDEN,DEAN,,,,3,0,1
88,50187,DEAN,0.1336,BORDEN,,,,,2,0,1
89,50187,DEAN,0.1319,BORDEN,REITER,,,,3,0,0
90,50187,DEAN,0.1439,,,,,,1,0,1
80,51433,BORDEN,0.1263,,,,,,1,1,1
81,51433,BORDEN,0.135,MODEL DAIRY,,,,,2,1,1
82,51433,MODEL DAIRY,0.128,BORDEN,,,,,2,0,1
83,51433,MODEL DAIRY,0.1325,,,,,,1,0,0
84,51433,MODEL DAIRY,0.1215,,,,,,1,0,1
85,51433,MODEL DAIRY,0.12,,,,,,1,0,1
86,51433,MODEL DAIRY,0.12,,,,,,1,0,1
87,51433,BORDEN,0.128,MEADOW GOLD,,,,,2,1,1
88,51433,R & J DAIRY,0.117,MEADOW GOLD,,,,,2,0,1
89,51433,R & J DAIRY,0.125,,,,,,1,0,0
90,51433,R & J DAIRY,0.1596,,,,,,1,0,1
83,50989,MEADOW GOLD,0.133,SMITH,,,,,2,1,0
84,50989,MEADOW GOLD,0.134,SMITH,,,,,2,1,1
85,50989,SMITH,0.129,BEATRICE,,,,,2,0,1
86,50989,SMITH,0.132,,,,,,1,0,1
87,50989,SMITH,0.1326,BORDEN,,,,,2,0,1
88,50989,SMITH,0.14,,,,,,1,0,1
89,50989,SMITH,0.1463,,,,,,1,0,0
90,50989,SMITH,0.1588,,,,,,1,0,1
85,44065,DEAN,0.1308,,,,,,1,0,1
86,44065,DEAN,0.128,,,,,,1,0,1
87,44065,DEAN,,,,,,,0,0,1
88,44065,DEAN,0.1336,,,,,,1,0,1
89,44065,DEAN,0.1319,,,,,,1,0,0
90,44065,DEAN,,,,,,,0,0,1
81,43877,MEADOW GOLD,,,,,,,0,1,1
82,43877,MEADOW GOLD,,,,,,,0,1,1
83,43877,MEADOW GOLD,0.133,ROYAL CREST,SMITH,,,,3,1,0
84,43877,MEADOW GOLD,0.134,SMITH,,,,,2,1,1
85,43877,MEADOW GOLD,0.132,SMITH,,,,,2,1,1
86,43877,MEADOW GOLD,0.123,SMITH,,,,,2,1,1
87,43877,BORDEN,0.128,SMITH,THOMAS/SYSCO,,,,3,1,1
88,43877,SMITH,0.1364,,,,,,1,0,1
89,43877,MAPLE GROVE,0.1438,SMITH,,,,,2,0,0
90,43877,SMITH,0.1549,,,,,,1,0,1
80,49908,SUPERIOR,,REITER,SMITH,,,,2,0,1
81,49908,SUPERIOR,,REITER,SMITH,,,,2,0,1
82,49908,SUPERIOR,,REITER,SMITH,,,,2,0,1
83,49908,SUPERIOR,,REITER,SMITH,,,,2,0,0
84,49908,SUPERIOR,,REITER,SMITH,,,,2,0,1
85,49908,SUPERIOR,,REITER,SMITH,,,,2,0,1
86,49908,SUPERIOR,0.1288,GOSHEN,REITER,SMITH,,,4,0,1
87,49908,SUPERIOR,0.121,GOSHEN,REITER,SMITH,,,4,0,1
88,49908,SMITH,0.1372,GOSHEN,SUPERIOR,,,,3,0,1
89,49908,SMITH,0.1432,GOSHEN,REITER,,,,3,0,0
90,49908,SMITH,0.1557,,,,,,1,0,1
81,48033,MAPLE GROVE,0.1475,MEADOW GOLD,,,,,2,0,1
82,48033,MAPLE GROVE,0.1329,MEADOW GOLD,,,,,2,0,1
83,48033,MAPLE GROVE,0.13,,,,,,1,0,0
84,48033,MEADOW GOLD,0.135,MAPLE GROVE,,,,,2,1,1
85,48033,MAPLE GROVE,0.1406,MEADOW GOLD,,,,,2,0,1
86,48033,MAPLE GROVE,0.1285,MEADOW GOLD,,,,,2,0,1
87,48033,MAPLE GROVE,0.136,,,,,,1,0,1
88,48033,MAPLE GROVE,0.148,,,,,,1,0,1
89,48033,MAPLE GROVE,0.1469,,,,,,1,0,0
82,45088,EUCLID-RACE,0.129,HILLSIDE,,,,,2,0,1
84,45088,DAIRYMENS,0.129,HILLSIDE,,,,,2,0,1
85,45088,DAIRYMENS,0.127,HILLSIDE,,,,,2,0,1
86,45088,DAIRYMENS,0.127,HILLSIDE,REITER,,,,3,0,1
87,45088,DAIRYMENS,0.128,HILLSIDE,,,,,2,0,1
88,45088,DAIRYMENS,0.1375,,,,,,1,0,1
83,51417,SMITH,0.1315,BABCOCK DAIRY,,,,,2,0,0
85,51417,SMITH,0.131,,,,,,1,0,1
86,51417,SMITH,0.131,,,,,,1,0,1
87,51417,SMITH,,,,,,,0,0,1
88,51417,SMITH,0.1374,,,,,,1,0,1
89,51417,SMITH,0.1432,,,,,,1,0,0
81,47191,DAIRYMENS,0.13,,,,,,1,0,1
82,47191,DAIRYMENS,0.13,,,,,,1,0,1
83,47191,DAIRYMENS,0.13,,,,,,1,0,0
84,47191,DAIRYMENS,0.1325,,,,,,1,0,1
85,47191,DAIRYMENS,0.121,,,,,,1,0,1
86,47191,DAIRYMENS,0.121,,,,,,1,0,1
87,47191,DAIRYMENS,0.121,,,,,,1,0,1
88,47191,DAIRYMENS,0.126,,,,,,1,0,1
89,47191,DAIRYMENS,0.1463,,,,,,1,0,0
80,49346,ARPS DAIRY,0.118,,,,,,1,0,1
81,49346,GROVE DAIRY,0.127,MEADOW GOLD,,,,,2,0,1
82,49346,GROVE DAIRY,0.127,,,,,,1,0,1
83,49346,GROVE DAIRY,0.127,,,,,,1,0,0
84,49346,GROVE DAIRY,0.125,,,,,,1,0,1
85,49346,GROVE DAIRY,0.125,,,,,,1,0,1
86,49346,GROVE DAIRY,0.123,,,,,,1,0,1
87,49346,HEFNER DAIRY,0.129,,,,,,1,0,1
88,49346,GROVE DAIRY,0.132,,,,,,1,0,1
89,49346,GROVE DAIRY,0.146,,,,,,1,0,0
87,50062,REITER,0.1371,SMITH,SUPERIOR,,,,3,0,1
88,50062,REITER,0.1371,SMITH,,,,,2,0,1
89,50062,REITER,0.1502,SMITH,,,,,2,0,0
80,49809,BABCOCK DAIRY,0.1185,HOPEWELL,SIDNEY DAIRY,,,,3,0,1
82,49809,BABCOCK DAIRY,0.1222,SIDNEY DAIRY,,,,,2,0,1
83,49809,SIDNEY DAIRY,0.1256,BABCOCK DAIRY,,,,,2,0,0
84,49809,SIDNEY DAIRY,0.1495,,,,,,1,0,1
85,49809,SIDNEY DAIRY,0.1537,MCDONALD DAIRY,,,,,2,0,1
86,49809,MEADOW GOLD,0.148,,,,,,1,1,1
87,49809,MEADOW GOLD,0.145,,,,,,1,1,1
88,49809,MEADOW GOLD,0.145,,,,,,1,1,1
89,49809,MEADOW GOLD,0.156,,,,,,1,1,0
90,49809,SIDNEY DAIRY,0.1745,LOUIS TRAUTH,REITER,,,,3,0,1
87,46607,REITER,0.121,HILLSIDE,SMITH,,,,3,0,1
88,46607,REITER,,,,,,,0,0,1
89,46607,REITER,0.12,DAIRYMENS,,,,,2,0,0
80,43703,BROOKFIELD DAIRY,0.12,,,,,,1,0,1
81,43703,BROOKFIELD DAIRY,0.129,BORDEN,SUPERIOR,,,,3,0,1
82,43703,BROOKFIELD DAIRY,,,,,,,0,0,1
83,43703,BROOKFIELD DAIRY,0.1313,BORDEN,SUPERIOR,,,,3,0,0
84,43703,BROOKFIELD DAIRY,,BORDEN,SUPERIOR,,,,2,0,1
85,43703,DEAN,0.1308,BORDEN,SUPERIOR,,,,3,0,1
86,43703,DEAN,0.128,BORDEN,SUPERIOR,,,,3,0,1
87,43703,DEAN,0.128,BORDEN,SUPERIOR,,,,3,0,1
88,43703,DEAN,0.1336,BORDEN,,,,,2,0,1
89,43703,DEAN,0.1314,BORDEN,,,,,2,0,0
90,43703,BORDEN,0.155,DEAN,,,,,2,1,1
84,51029,TOFT DAIRY,,,,,,,0,0,1
85,51029,TOFT DAIRY,,,,,,,0,0,1
86,51029,TOFT DAIRY,0.114,SMITH,,,,,2,0,1
87,51029,TOFT DAIRY,0.1145,SMITH,,,,,2,0,1
88,51029,TOFT DAIRY,0.125,SMITH,,,,,2,0,1
89,51029,TOFT DAIRY,0.1279,SMITH,,,,,2,0,0
90,51029,SMITH,0.1475,TOFT DAIRY,,,,,2,0,1
90,47621,LOUIS TRAUTH,0.175,R & J DAIRY,,,,,2,1,1
80,43646,HORTEN DAIRY,0.1173,,,,,,1,0,1
81,43646,HORTEN DAIRY,0.1135,,,,,,1,0,1
82,43646,DAIRYMENS,0.12,,,,,,1,0,1
83,43646,DAIRYMENS,0.125,HILLSIDE,,,,,2,0,0
84,43646,HILLSIDE,0.125,DAIRYMENS,SMITH,,,,3,0,1
85,43646,HILLSIDE,0.124,DAIRYMENS,SMITH,,,,3,0,1
86,43646,HILLSIDE,0.1218,DAIRYMENS,SMITH,,,,3,0,1
87,43646,HILLSIDE,0.1323,DAIRYMENS,SMITH,,,,3,0,1
88,43646,DAIRYMENS,0.129,HILLSIDE,SMITH,,,,3,0,1
80,46060,WILSON,0.1375,,,,,,1,0,1
81,46060,H. MEYER,0.122,,,,,,1,1,1
82,46060,ROYAL CREST,0.1225,,,,,,1,0,1
83,46060,H. MEYER,0.1169,,,,,,1,1,0
84,46060,H. MEYER,0.1345,,,,,,1,1,1
85,46060,H. MEYER,0.1395,LOUIS TRAUTH,REITER,,,,3,1,1
86,46060,H. MEYER,0.144,BEATRICE,LOUIS TRAUTH,,,,3,1,1
87,46060,LOUIS TRAUTH,0.135,H. MEYER,,,,,2,1,1
88,46060,LOUIS TRAUTH,0.139,H. MEYER,SMITH,,,,3,1,1
89,46060,LOUIS TRAUTH,0.139,,,,,,1,1,0
80,45831,BABCOCK DAIRY,0.1185,SMITH,,,,,2,0,1
81,45831,BABCOCK DAIRY,0.1167,SMITH,,,,,2,0,1
82,45831,SMITH,0.123,,,,,,1,0,1
83,45831,SMITH,0.128,,,,,,1,0,0
84,45831,SMITH,0.1365,,,,,,1,0,1
85,45831,SMITH,0.1355,,,,,,1,0,1
86,45831,SMITH,0.1355,,,,,,1,0,1
87,45831,SMITH,0.1418,,,,,,1,0,1
88,45831,SMITH,0.1438,,,,,,1,0,1
89,45831,SMITH,0.1498,REITER,,,,,2,0,0
90,45831,SMITH,0.1623,,,,,,1,0,1
80,45443,SUPERIOR,0.1203,,,,,,1,0,1
81,45443,SUPERIOR,0.1249,,,,,,1,0,1
82,45443,SUPERIOR,0.129,,,,,,1,0,1
83,45443,SUPERIOR,0.133,,,,,,1,0,0
84,45443,SUPERIOR,0.1306,,,,,,1,0,1
85,45443,SUPERIOR,0.1314,,,,,,1,0,1
86,45443,BORDEN,0.1433,SUPERIOR,,,,,2,1,1
87,45443,BORDEN,0.1445,SUPERIOR,,,,,2,1,1
88,45443,BORDEN,0.137,DEAN,UNITED DAIRY,,,,3,1,1
89,45443,DEAN,0.1319,BORDEN,,,,,2,0,0
90,45443,DEAN,0.1439,BORDEN,GOSHEN,SUPERIOR,,,4,0,1
80,45450,SUPERIOR,0.1164,,,,,,1,0,1
81,45450,SUPERIOR,0.1209,,,,,,1,0,1
82,45450,SUPERIOR,0.125,,,,,,1,0,1
83,45450,SUPERIOR,0.129,,,,,,1,0,0
84,45450,SUPERIOR,0.1266,,,,,,1,0,1
85,45450,SUPERIOR,0.1314,,,,,,1,0,1
86,45450,SUPERIOR,0.1314,,,,,,1,0,1
87,45450,SUPERIOR,0.1353,,,,,,1,0,1
88,45450,UNITED DAIRY,0.134,BORDEN,,,,,2,0,1
89,45450,UNITED DAIRY,0.144,,,,,,1,0,0
90,45450,UNITED DAIRY,0.144,BORDEN,DEAN,GOSHEN,,,4,0,1
80,45468,SMITH,0.1158,,,,,,1,0,1
81,45468,SMITH,0.1213,BABCOCK DAIRY,,,,,2,0,1
82,45468,SMITH,0.1215,,,,,,1,0,1
83,45468,SMITH,0.1297,,,,,,1,0,0
84,45468,SMITH,0.131,,,,,,1,0,1
85,45468,SMITH,0.131,,,,,,1,0,1
86,45468,SMITH,0.131,MEADOW GOLD,REITER,,,,3,0,1
87,45468,SMITH,0.1363,,,,,,1,0,1
88,45468,SMITH,0.1374,,,,,,1,0,1
89,45468,SMITH,0.1434,REITER,,,,,2,0,0
90,45468,SMITH,0.1555,,,,,,1,0,1
80,46110,H. MEYER,,,,,,,0,1,1
81,46110,H. MEYER,0.1067,,,,,,1,1,1
82,46110,H. MEYER,,,,,,,0,1,1
84,46110,H. MEYER,0.117,LOUIS TRAUTH,MEADOW GOLD,46649,,,4,1,1
80,51060,WILSON,0.1125,H. MEYER,LOUIS TRAUTH,,,,3,0,1
81,51060,H. MEYER,0.11,LOUIS TRAUTH,ROYAL CREST,,,,3,1,1
82,51060,H. MEYER,0.138,LOUIS TRAUTH,,,,,2,1,1
83,51060,H. MEYER,0.1074,LOUIS TRAUTH,ROYAL CREST,,,,3,1,0
84,51060,H. MEYER,0.1235,LOUIS TRAUTH,,,,,2,1,1
85,51060,H. MEYER,0.1285,LOUIS TRAUTH,,,,,2,1,1
86,51060,H. MEYER,0.132,LOUIS TRAUTH,,,,,2,1,1
80,143844,MEADOW GOLD,,,,,,,0,1,1
81,143844,H. MEYER,,,,,,,0,1,1
82,143844,MEADOW GOLD,0.113,H. MEYER,LOUIS TRAUTH,,,,3,1,1
83,143844,BORDEN,0.1195,H. MEYER,LOUIS TRAUTH,MEADOW GOLD,ROYAL CREST,,5,1,0
84,143844,H. MEYER,0.1105,LOUIS TRAUTH,MEADOW GOLD,,,,3,1,1
85,143844,H. MEYER,0.1197,LOUIS TRAUTH,,,,,2,1,1
86,143844,H. MEYER,0.1235,LOUIS TRAUTH,,,,,2,1,1
87,143844,H. MEYER,0.1396,,,,,,1,1,1
88,143844,H. MEYER,0.1418,LOUIS TRAUTH,,,,,2,1,1
89,143844,H. MEYER,0.1246,,,,,,1,1,0
80,49841,GOSHEN,0.1216,SUPERIOR,,,,,2,0,1
81,49841,GOSHEN,0.1246,SUPERIOR,,,,,2,0,1
82,49841,SUPERIOR,0.1261,GOSHEN,,,,,2,0,1
83,49841,GOSHEN,0.129,SUPERIOR,,,,,2,0,0
84,49841,SUPERIOR,0.1277,GOSHEN,,,,,2,0,1
85,49841,GOSHEN,0.1272,SMITH,SUPERIOR,,,,3,0,1
86,49841,GOSHEN,0.1272,SMITH,SUPERIOR,,,,3,0,1
87,49841,GOSHEN,0.1288,SMITH,SUPERIOR,,,,3,0,1
88,49841,GOSHEN,0.1298,SMITH,,,,,2,0,1
89,49841,GOSHEN,0.1388,SMITH,,,,,2,0,0
90,49841,GOSHEN,0.1487,SMITH,SUPERIOR,,,,3,0,1
80,46862,GARVINS JERSEY F,0.135,MCCLELLANS,MEADOW GOLD,,,,3,0,1
81,46862,GARVINS JERSEY F,0.1311,MEADOW GOLD,ROYAL CREST,,,,3,0,1
82,46862,GARVINS JERSEY F,0.1335,MEADOW GOLD,,,,,2,0,1
83,46862,GARVINS JERSEY F,0.13,MEADOW GOLD,,,,,2,0,0
84,46862,UNITED DAIRY,0.1435,MEADOW GOLD,,,,,2,0,1
85,46862,UNITED DAIRY,0.1305,MEADOW GOLD,,,,,2,0,1
86,46862,UNITED DAIRY,0.109,MEADOW GOLD,,,,,2,0,1
87,46862,UNITED DAIRY,0.124,BORDEN,D.F.B. DISTRIBUT,,,,3,0,1
88,46862,UNITED DAIRY,0.13,,,,,,1,0,1
89,46862,UNITED DAIRY,0.141,,,,,,1,0,0
90,46862,UNITED DAIRY,0.156,,,,,,1,0,1
81,143752,H. MEYER,0.12,BOERGER,COORS BROTHERS,LOUIS TRAUTH,,,4,1,1
82,143752,H. MEYER,0.121,LOUIS TRAUTH,ROYAL CREST,,,,3,1,1
88,143752,H. MEYER,0.1398,LOUIS TRAUTH,,,,,2,1,1
82,243752,H. MEYER,0.121,LOUIS TRAUTH,ROYAL CREST,,,,3,1,1
88,243752,H. MEYER,0.1398,LOUIS TRAUTH,,,,,2,1,1
82,343752,H. MEYER,0.121,COORS BROTHERS,LOUIS TRAUTH,ROYAL CREST,,,4,1,1
88,343752,H. MEYER,0.1398,LOUIS TRAUTH,,,,,2,1,1
81,443752,H. MEYER,0.12,BOERGER,COORS BROTHERS,LOUIS TRAUTH,,,4,1,1
